Producto,Categoria,UnidadProducto,Ingrediente,CantidadReceta,UnidadIngrediente
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","salsa napolitana",150,"Gr"
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","ALBAHACA",2,"Gr"
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","Tomate",120,"Gr"
"PIZZA MARGARITHA MEDIANA + BEBIDA","MENÚ STAFF","","Agua Manantial 500ml",1,"Unidad"
"PIZZA MARGARITHA MEDIANA + BEBIDA","MENÚ STAFF","","bebidas hidratantes",1,"Unidad"
"PIZZA MARGARITHA MEDIANA + BEBIDA","MENÚ STAFF","","COCA COLA NORMAL DE 400ML",1,"Unidad"
"PIZZA NUTELLA","POSTRES","","masa pizza",1,"Und"
"PIZZA NUTELLA","POSTRES","","AZUCAR MICRO",5,"Gr"
"PIZZA NUTELLA","POSTRES","","CREMA DE AVELLANA",60,"Gr"
"PIZZA NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","masa pizza",1,"Und"
"PIZZA NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CREMA DE AVELLANA",60,"Gr"
"PIZZA NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","AZUCAR MICRO",5,"Gr"
"PIZZA PEPERONI VIP PASS PASADIA","VIP PASS MENU","","masa pizza",1,"Und"
"PIZZA PEPERONI VIP PASS PASADIA","VIP PASS MENU","","salsa napolitana",150,"Gr"
"PIZZA PEPERONI VIP PASS PASADIA","VIP PASS MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA PEPERONI VIP PASS PASADIA","VIP PASS MENU","","peperoni",50,"Gr"
"PIZZA PEPERONI VIP PASS PASADIA","VIP PASS MENU","","ACEITE DE AJO Y PEREJIL",5,"Ml"
"PIZZA PEPPERONI","PIZZAS Y TACOS","","masa pizza",1,"Und"
"PIZZA PEPPERONI","PIZZAS Y TACOS","","peperoni",50,"Gr"
"PIZZA PEPPERONI","PIZZAS Y TACOS","","salsa napolitana",150,"Gr"
"PIZZA PEPPERONI","PIZZAS Y TACOS","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA PEPPERONI","PIZZAS Y TACOS","","ACEITE DE AJO Y PEREJIL",20,"Ml"
"PIZZA PEPPERONI MEDIANA + BEBIDA","MENÚ STAFF","","COCA COLA NORMAL DE 400ML",1,"Unidad"
"PIZZA PEPPERONI MEDIANA + BEBIDA","MENÚ STAFF","","Agua Manantial 500ml",1,"Unidad"
"PIZZA PEPPERONI MEDIANA + BEBIDA","MENÚ STAFF","","bebidas hidratantes",1,"Unidad"
"PIZZA PEPPERONI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","ACEITE DE AJO Y PEREJIL",20,"Ml"
"PIZZA PEPPERONI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","masa pizza",1,"Und"
"PIZZA PEPPERONI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA PEPPERONI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","salsa napolitana",150,"Gr"
"PIZZA PEPPERONI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","peperoni",50,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","masa pizza",1,"Und"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","salsa napolitana",150,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","TOMATES  DESIDRATADOS",0.1,"Kg"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","Pimenton verde",50,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","Pimenton rojo",50,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","ZUQUINI VERDE",50,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","ZUQUINI AMARILLO",50,"Gr"
"PIZZA VEGETARIANA","PIZZAS Y TACOS","","ACEITE DE AJO Y PEREJIL",50,"Ml"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","masa pizza",1,"Und"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","salsa napolitana",150,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","TOMATES  DESIDRATADOS",0.01,"Kg"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Pimenton rojo",50,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Pimenton verde",50,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","ZUQUINI AMARILLO",50,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","ZUQUINI VERDE",50,"Gr"
"PIZZA VEGETARIANA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","ACEITE DE AJO Y PEREJIL",20,"Ml"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","ACEITE DE AJO Y PEREJIL",5,"Ml"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","masa pizza",1,"Und"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","salsa napolitana",150,"Gr"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","TOMATES  DESIDRATADOS",0.3,"Kg"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","ZUQUINI VERDE",50,"Gr"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","ZUQUINI AMARILLO",50,"Gr"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","Pimenton rojo",50,"Gr"
"PIZZA VEGETARIANA VIP PASS PASADIA","VIP PASS MENU","","Pimenton verde",30,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Sal",1,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Paprika Badia",1,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","AJO EN POLVO",1,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Pollo Contra Muslo",1,"Kg"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Tomate",200,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Mostaza",50,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Cebolla blanca",200,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Pimenton rojo",200,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Pimenton verde",200,"Gr"
"POLLO COMEDOR","COMEDOR STAFF","Kg","SALSA NEGRA",50,"Ml"
"POLLO COMEDOR","COMEDOR STAFF","Kg","Agua",200,"Ml"
"POLLO FRITO","COMEDOR STAFF","Kg","Aceite Vegetal",100,"ml"
"POLLO FRITO","COMEDOR STAFF","Kg","Pollo Contra Muslo",1,"Kg"
"POLLO FRITO","COMEDOR STAFF","Kg","Tomate",100,"Gr"
"POLLO FRITO","COMEDOR STAFF","Kg","Cebolla blanca",100,"Gr"
"POLLO FRITO","COMEDOR STAFF","Kg","Mostaza",100,"Gr"
"POLLO FRITO","COMEDOR STAFF","Kg","Vinagre 3000ML",100,"Ml"
"POLLO FRITO","COMEDOR STAFF","Kg","Agua",200,"Ml"
"POLLO FRITO","COMEDOR STAFF","Kg","Sal",10,"Gr"
"POLLO FRITO","COMEDOR STAFF","Kg","MAGGI",1,"Und"
"Porción de fruta (V)","ENTRADAS Y ENSALADAS","","Patilla",100,"Gr"
"Porción de fruta (V)","ENTRADAS Y ENSALADAS","","Melon",100,"Gr"
"Porción de fruta (V)","ENTRADAS Y ENSALADAS","","Piña",100,"Gr"
"PORN STAR MARTINI","COCKTAILS / MIX","","Jugo de maracuya",60,"Ml"
"PORN STAR MARTINI","COCKTAILS / MIX","","Vodka Smirnoff Red 700ml",0.0857,"Unidad"
"PORN STAR MARTINI","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"PORN STAR MARTINI","COCKTAILS / MIX","","Espumoso Baron Rotberg 750ml",0.08,"Unidad"
"PORN STAR MARTINI","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"Pringles","Minibar","","Pringles",1,""
"Prosecco San Leo BT","BOTELLAS","","Prosecco San Leo BT",1,""
"PURE DE BATATA","COMPLEMENTOS Y ADICIONALES","","BATATA",200,"Gr"
"PURE DE BATATA","COMPLEMENTOS Y ADICIONALES","","MIEL",20,"Ml"
"PURE DE BATATA","COMPLEMENTOS Y ADICIONALES","","Mantequilla",20,"Gr"
"PURE DE BATATA","COMPLEMENTOS Y ADICIONALES","","Queso parmesano bloque",20,"Gr"
"PURE DE BATATA","COMPLEMENTOS Y ADICIONALES","","Sal",2,"Gr"
"Quatro 400ML","BEBIDAS","","Quatro 400ML",1,""
"QUESADILLAS","Desayuno","","tortillas bimbo",2,"Und"
"QUESADILLAS","Desayuno","","jamon colanta",50,"Gr"
"QUESADILLAS","Desayuno","","QUESO MOZARRELLA( UND)",2,"Unidad"
"QUESO COSTEÑO","DESAYUNOS BUFFET","","Queso Costeño",200,"Gr"
"QUESO PERSONAL","COMEDOR STAFF","Und","Queso Costeño",150,"Gr"
"RAGU","PRODUCCION COCINA","Und","morrillo",0.2,"Kg"
"RAGU","PRODUCCION COCINA","Und","bola",0.2,"Kg"
"RAGU","PRODUCCION COCINA","Und","Cebolla blanca",17,"Gr"
"RAGU","PRODUCCION COCINA","Und","Apio",15,"Gr"
"RAGU","PRODUCCION COCINA","Und","Zanahoria",17,"Gr"
"RAGU","PRODUCCION COCINA","Und","Sal",1,"Gr"
"RAGU","PRODUCCION COCINA","Und","Pimienta Badia",0.2,"Gr"
"RAGU","PRODUCCION COCINA","Und","Vino Tinto San Leo",0.1,""
"RAMON BILBAO","BOTELLAS","","VINO TINTO RAMON BILBAO CRIANZA",1,"Und"
"Redbull","BEBIDAS","","Redbull",1,""
"reducción de balsámico","PRODUCCION COCINA","Gr","Azucar Aro",200,"Gr"
"reducción de balsámico","PRODUCCION COCINA","Gr","Vinagre balsamico",200,"Ml"
"Repelente Stay Off","Minibar","","Repelente Stay Off",1,""
"REVIEWUS ON  TRIPADVISOR","CORTESIAS","","Aguardiente Antioqueño Azul 750ml",0.08,"Unidad"
"RON FASHION","COCKTAILS / MIX","","Ron Viejo de Caldas Tradicional 750ml",0.08,"Unidad"
"RON FASHION","COCKTAILS / MIX","","FRANGELICO 700 ML",0.04,"Und"
"RON FASHION","COCKTAILS / MIX","","LICOR DE CAFÉ 750 ML",0.04,"Und"
"RON HAVANA 3 AÑOS BT","BOTELLAS","","Havana 3 años  750 ML",1,"Und"
"RON HAVANA 3 AÑOS SHOT","RON","","Havana 3 años  750 ML",0.8,"Und"
"RON HAVANA CLUB 7 BT","BOTELLAS","","Ron Havana 7 año - 700ml",1,"Unidad"
"RON HAVANA CLUB 7 SHOT","RON","","Ron Havana 7 año - 700ml",0.0857,"Unidad"
"RON LA HECHICERA BT","BOTELLAS","","Ron La Hechicera 700ml",1,"Unidad"
"RON LA HECHICERA SHOT","RON","","Ron La Hechicera 700ml",0.0857,"Unidad"
"Rosaleda Cabernet Rose BT","BOTELLAS","","Vino Rosaleda Rosse",1,"Und"
"salchichon porciion","COMEDOR STAFF","Und","SALCHICHON",200,"Gr"
"salchichon porciion","COMEDOR STAFF","Und","Aceite Vegetal",50,"ml"
"SALMON A LA PARRILLA","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"SALMON A LA PARRILLA","PLATOS PRINCIPALES","","papas francesas",150,"Gr"
"SALMON A LA PARRILLA","PLATOS PRINCIPALES","","SALMON FRESCO",250,"Gr"
"Salmón ahumado,HUEVOS BENEDICT","COMPLEMENTOS Y ADICIONALES","","SALMON FRESCO",60,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Ajii jalapenos",1000,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Ajo",150,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Cebolla blanca",250,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Zanahoria",300,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Limon",1000,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Agua",200,"Ml"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Sal",15,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Pimienta Badia",3,"Gr"
"SALSA - CHILE HABANERO","COMPLEMENTOS Y ADICIONALES","Gr","Aceite de oliva",200,"Ml"
"salsa de tomate","Insumos cocina","","Salsa de tomate",30,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Aceite Vegetal",400,"ml"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Tomate",1000,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Agua",1000,"Ml"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Cebolla blanca",40,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Ajo",20,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","CHILE CHIPOTLE",5,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","pasta de tomate",50,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES ROJOS","PRODUCCION COCINA","Ml","Sal",15,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Tomate",1000,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Agua",1000,"Ml"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Cebolla blanca",100,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Ajo",20,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","CHILE CHIPOTLE",10,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Cilantro",25,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Sal",15,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Azucar Aro",10,"Gr"
"SALSA DE TOMATE PARA CHILAQUILES SALSA TOMATES VERVES","PRODUCCION COCINA","Ml","Aceite Vegetal",40,"ml"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","Mantequilla",60,"Gr"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","harina de trigo",60,"Gr"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","leche entera",1000,"Ml"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","Crema de leche",250,"ml"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","Sal",5,"Gr"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","Pimienta Badia",1,"Gr"
"SALSA GORGONZOLA","PRODUCCION COCINA","Kg","QUESO AZUL",250,"Gr"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Huevos",8,"Und"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Vinagre 3000ML",25,"Ml"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Sal",5,"Gr"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Pimienta Badia",2,"Gr"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Agua",60,"Ml"
"SALSA HOLANDESA","PRODUCCION COCINA","Ml","Mantequilla",750,"Gr"
"salsa napolitana","PRODUCCION COCINA","Gr","Sal",5,"Gr"
"salsa napolitana","PRODUCCION COCINA","Gr","Pimienta Badia",2,"Gr"
"salsa napolitana","PRODUCCION COCINA","Gr","tomates en lata",2,"Gr"
"salsa napolitana","PRODUCCION COCINA","Gr","Tomate",2000,"Gr"
"salsa napolitana","PRODUCCION COCINA","Gr","Cebolla roja",1000,"Gr"
"salsa panela y chile","PRODUCCION COCINA","Gr","Ajii jalapenos",10,"Gr"
"salsa panela y chile","PRODUCCION COCINA","Gr","Anis estrella",2,"Gr"
"salsa panela y chile","PRODUCCION COCINA","Gr","Agua",170,"Ml"
"salsa panela y chile","PRODUCCION COCINA","Gr","Sal",2,"Gr"
"salsa panela y chile","PRODUCCION COCINA","Gr","Vinagre 3000ML",15,"Ml"
"salsa panela y chile","PRODUCCION COCINA","Gr","Panela D1",1,"Und"
"salsa panela y chile","PRODUCCION COCINA","Gr","CANELA  EN ASTILLAS",1,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","ALBAHACA",150,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","NUEZ DEL BRASIL",150,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","Queso parmesano bloque",100,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","Limon",100,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","Salsa de soya",10,"Ml"
"SALSA PESTO","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"SALSA PESTO","PRODUCCION COCINA","Kg","Aceite de oliva",300,"Ml"
"SALSA PESTO","PRODUCCION COCINA","Kg","Hielo",100,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Tomate",300,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","tomates en lata",1,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Ajo",20,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Apio",30,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Zanahoria",50,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Aceite de oliva",30,"Ml"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Sal",2,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Pimienta Badia",1,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Azucar Aro",20,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","Albahaca",5,"Gr"
"SALSA PIZZA","PRODUCCION COCINA","Kg","pasta de tomate",300,"Gr"
"SALSA PONZU","PRODUCCION COCINA","Kg","Salsa de soya",500,"Ml"
"SALSA PONZU","PRODUCCION COCINA","Kg","Jugo de naranja",500,"Ml"
"SALSA PONZU","PRODUCCION COCINA","Kg","Limon",600,"Gr"
"SALSA PONZU","PRODUCCION COCINA","Kg","Cebolla blanca",100,"Gr"
"SALSA PONZU","PRODUCCION COCINA","Kg","GENJIBRE",75,"Gr"
"SALSA PONZU","PRODUCCION COCINA","Kg","Aceite de oliva",100,"Ml"
"SANDWICH JAMON Y QUESO","PLATOS PRINCIPALES","","QUESO MOZARRELA BLOQUE",60,"Gr"
"SANDWICH JAMON Y QUESO","PLATOS PRINCIPALES","","PAN MASA MADRE",0.2,"Unidad"
"SANDWICH JAMON Y QUESO","PLATOS PRINCIPALES","","jamon colanta",60,"Gr"
"sandwich personal","PRODUCCION COCINA","Und","Pan tajado",2,"Unidad"
"sandwich personal","PRODUCCION COCINA","Und","jamon colanta",15,"Gr"
"sandwich personal","PRODUCCION COCINA","Und","QUESO MOZARRELA BLOQUE",15,"Gr"
"Santa Carolina Cabernet Sauvignon BT","BOTELLAS","","Santa Carolina Reservado Cabernet Sauvignon",1,""
"Santa Carolina Reservado Merlot","BOTELLAS","","Santa Carolina Reservado Merlot",1,""
"santa carolina Savignon blanc BT","BOTELLAS","","santa carolina Savignon blanc BT",1,""
"Santa Elena vino blanco Sauvignon 750ml BT","BOTELLAS","","Vino Blanco Rosaleda Sauvignon blanc (unidad)",5,"Unidad"
"SHOT 1800 SILVER","Shots","","1800 SILVER",0.08,"Und"
"SHOT AGUARDIENTE QR","CORTESIAS","","Aguardiente Antioqueño Azul 750ml",0.08,"Unidad"
"SHOT DE GENGIBRE","Producción BAR","","Syrup de gengibre",0.08,"Oz"
"sierra en posta","PRODUCCION COCINA","Und","Aceite Vegetal",300,"ml"
"sierra en posta","PRODUCCION COCINA","Und","Sal",10,"Gr"
"sierra en posta","PRODUCCION COCINA","Und","sierra en posta",1,"Und"
"SINGLETON 12 AÑOS BT","BOTELLAS","","Singleton 12 años 700-ml",1,"Und"
"SINGLETON 12 AÑOS SHOT","WHISKY / BOURBON","","Singleton 12 años 700-ml",0.0857,"Und"
"smirnoff Shot","VODKA / GIN","","Vodka Smirnoff Red 700ml",0.0857,"Unidad"
"SODA PREMIUM","BEBIDAS","","Hielo",3,"Gr"
"SODA PREMIUM","BEBIDAS","","Soda Bretaña",1,"Und"
"SODA SABORIZADA","BEBIDAS","","pulpa de maracuya",1,"Und"
"SODA SABORIZADA","BEBIDAS","","Hielo",2,"Gr"
"SODA SABORIZADA","BEBIDAS","","Zumo de corozo",1,"Ml"
"SODA SABORIZADA","BEBIDAS","","NARANJA",5,"Gr"
"SODA SABORIZADA","BEBIDAS","","Zumo de limon",30,"Ml"
"sofrito","PRODUCCION COCINA","Gr","Cebolla blanca",1000,"Gr"
"sofrito","PRODUCCION COCINA","Gr","Cebolla roja",1000,"Gr"
"sofrito","PRODUCCION COCINA","Gr","Ajo",200,"Gr"
"sofrito","PRODUCCION COCINA","Gr","Aceite Vegetal",50,"ml"
"SOHO (LICOR LYCHEE) BT","LICORES","","Soho Licor de Lichee 700ml",1,"Unidad"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Papa",200,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Cilantro",20,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Cebolla blanca",20,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Cebolla larga",20,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","AJI HABANERO",50,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Agua",300,"Ml"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Sal",2,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","Ajo",20,"Gr"
"Sopa para niños","ENTRADAS Y ENSALADAS","","SUPREMA DE POLLO",0.5,""
"STEAK DE ATUN SASHIMI","PLATOS PRINCIPALES","","TUNA LOIN",250,"Gr"
"STEAK DE ATUN SASHIMI","PLATOS PRINCIPALES","","VINAGRETA DE FINAS HIERVAS",30,"Kg"
"STEAK DE ATUN SASIMI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","TUNA LOIN",250,"Gr"
"STEAK DE ATUN SASIMI VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","VINAGRETA DE FINAS HIERVAS",0.05,"Kg"
"STELLA ARTOIS","CERVEZAS","","STELLA ARTOIS",1,""
"SUPREMA DE POLLO","PLATOS PRINCIPALES","","Aceite de oliva",3,"Ml"
"SUPREMA DE POLLO","PLATOS PRINCIPALES","","Sal",0.2,"Gr"
"SUPREMA DE POLLO","PLATOS PRINCIPALES","","Pimienta Badia",0.1,"Gr"
"SUPREMA DE POLLO","PLATOS PRINCIPALES","","pechuga de pollo",400,"Gr"
"SUPREMA DE POLLO A LA PARRILLA VIP NEXCLUSIVE","VIP EXCLUSIVE MENU","","pechuga de pollo",300,"Gr"
"SUPREMA DE POLLO A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","pechuga de pollo",300,"Gr"
"SUPREMA DE POLLO A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","ARROZ DE COCO",1,"Und"
"SUPREMA DE POLLO A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","ENSALADAS ENSALADA FRESCA",1,"Und"
"SUPREMA DE POLLO A LA PARRILLA VIP PASS PASADIA","VIP PASS MENU","","patacón de pochocho",3,"Und"
"Tabla de encurtidos","Snacks","Und","jamon colanta",80,"Gr"
"Tabla de encurtidos","Snacks","Und","QUESO GOUDA",60,"Gr"
"Tabla de encurtidos","Snacks","Und","QUESO CABRA",60,"Gr"
"Tabla de encurtidos","Snacks","Und","peperoni",80,"Gr"
"Tabla de encurtidos","Snacks","Und","jamon serrano",60,"Gr"
"Tabla de encurtidos","Snacks","Und","UVA ISABELLA",150,"Gr"
"Tabla de encurtidos","Snacks","Und","Confitado de corozo",30,"Gr"
"Tabla de encurtidos","Snacks","Und","PAN MASA MADRE",0.1,"Unidad"
"Tabla de encurtidos","Snacks","Und","QUESO BRIE",40,"Gr"
"Tabla de encurtidos","Snacks","Und","CHOCOLATE NICK",2,"Und"
"TACOS DE CAMARON","PIZZAS Y TACOS","","CAMARON",150,"Gr"
"TACOS DE CAMARON","PIZZAS Y TACOS","","CEBOLLA ENCURTIDA",0.05,"Kg"
"TACOS DE CAMARON","PIZZAS Y TACOS","","repollo morado",50,"Gr"
"TACOS DE CAMARON","PIZZAS Y TACOS","","Cilantro",10,"Gr"
"TACOS DE CAMARON","PIZZAS Y TACOS","","PASTA TEMPURA",0.05,"Kg"
"TACOS DE CAMARON","PIZZAS Y TACOS","","Limon",30,"Gr"
"TACOS DE CAMARON","PIZZAS Y TACOS","","MAYONESA CHIPOTLE",0.03,"Kg"
"TACOS DE CAMARON","PIZZAS Y TACOS","","tortilla de maiz",0.2,"Und"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CAMARON",150,"Gr"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","repollo morado",50,"Gr"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CEBOLLA ENCURTIDA",0.05,"Kg"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","MAYONESA CHIPOTLE",30,"Kg"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Limon",30,"Gr"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Cilantro",10,"Gr"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","PASTA TEMPURA",0.05,"Kg"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Sal",1,"Gr"
"TACOS DE CAMARON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","tortilla de maiz",0.2,"Und"
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","MAYONESA CHIPOTLE",0.03,"Kg"
"TACOS DE ENTRAÑA","PIZZAS Y TACOS","","Limon",30,"Gr"
